Number,Kannada,in English,Mispelled Kannada
503,ಬಹುಶಃ,probable,ಬಹುಶಯ
504,ಹಾಸಿಗೆ,bed,ಹಾಸಿಗ
505,ಸಹೋದರ,brother,ಸಹೋವರ
506,ಮೊಟ್ಟೆ,egg,ಮಟ್ಟೆ
507,ಸವಾರಿ,ride,ಸವರಿ
508,ಸೆಲ್,cell,ಸೆಲ
509,ನಂಬಿಕೆ,believe,ನಂಬಕೆ
510,ಬಹುಶಃ,perhaps,ಬಹಶಃ
511,ಆಯ್ಕೆ,pick,ಅಯ್
512,ಹಠಾತ್,sudden,ಹಠತ್
513,ಎಣಿಕೆ,count,ಎಣಕ
514,ಚದರ,square,ಚದರಿ
515,ಕಾರಣ,reason,ಕರಣ
516,ಉದ್ದ,length,ಉದ್
517,ಪ್ರತಿನಿಧಿಸುತ್ತವೆ,represent,ಪ್ರತನಧಿಸುತ್ತವೆ
518,ಕಲೆ,art,ಕಲ
519,ವಿಷಯದ,subject,ವಷಯದ
520,ಪ್ರದೇಶದಲ್ಲಿ,region,ಪ್ರದೇಶದಲ
521,ಗಾತ್ರ,size,ಗತ
522,ಬದಲಾಗುತ್ತವೆ,vary,ಬದಲಗುತ್ತವೆ
523,ಇತ್ಯರ್ಥ,settle,ಇತರ್ಥ
524,ಮಾತನಾಡಲು,speak,ಮತನಾಡಲ
525,ತೂಕದ,weight,ತಕದ
526,ಸಾಮಾನ್ಯ,general,ಸಮಾನ್ಯ
527,ಐಸ್,ice,ಐಸ
528,ಮ್ಯಾಟರ್,matter,ಮ್ಯಾಟರ
529,ವೃತ್ತದ,circle,ವತ್ತದ
530,ಜೋಡಿ,pair,ಜಡಿ
531,ಸೇರಿವೆ,include,ಸರಿವೆ
532,ವಿಭಜನೆಯನ್ನು,divide,ವಿಭಜನೆಯನ
533,ಉಚ್ಚಾರಗಳು,syllable,ಉಚರಗಳ
534,ಅಭಿಪ್ರಾಯ,felt,ಅಭಿಪಯ
535,ಮಹೋನ್ನತ,grand,ಮಹನತ
536,ಚೆಂಡನ್ನು,ball,ಚೆಂಡನ
537,ಇನ್ನೂ,yet,ಇನ
538,ತರಂಗ,wave,ತರಂಗ
539,ಬಿಡಿ,drop,ಬಿಡ
540,ಹೃದಯ,heart,ಹದಯ
541,ನಾನು,am,ನನು
542,ಪ್ರಸ್ತುತ,present,ಪಸ್ತುತ
543,ಭಾರೀ,heavy,ಭಾರ
544,ನೃತ್ಯ,dance,ನೃತ
545,ಎಂಜಿನ್,engine,ಎಂಜನ್
546,ಸ್ಥಾನ,position,ಸ್ಥನ
547,ಕೈ,arm,ಕ
548,ವ್ಯಾಪಕ,wide,ವ್ಯಪಕ
549,ಪಟ,sail,ಪಠಾ
550,ವಸ್ತು,material,ವಸ್ತ
551,ಕ,fraction,ಕ
552,ಅರಣ್ಯ,forest,ಅರಣ್
553,ಕುಳಿತು,sit,ಕುಳಿತ
554,ಓಟದ,race,ಓಠಾದ
555,ವಿಂಡೋ,window,ವಿಡೋ
556,ಅಂಗಡಿ,store,ಅಂಗಡ
557,ಬೇಸಿಗೆ,summer,ಬಸಿಗೆ
558,ರೈಲು,train,ರಲು
559,ನಿದ್ರೆ,sleep,ನದ್ರೆ
560,ಸಾಬೀತು,prove,ಸಾಬೀತ
561,ಒಂಟಿ,lone,ಒಂಟ
562,ಲೆಗ್,leg,ಲೆಗ
563,ವ್ಯಾಯಾಮ,exercise,ವ್ಯಯಾಮ
564,ಗೋಡೆಯ,wall,ಗಡೆಯ
565,ಕ್ಯಾಚ್,catch,ಕ್ಯಾಚ
566,ಆರೋಹಣ,mount,ಆರಹಣ
567,ಬಯಸುವ,wish,ಬಯಸವ
568,ಆಕಾಶ,sky,ಆಕಶ
569,ಬೋರ್ಡ್,board,ಬರ್ಡ್
570,ಸಂತೋಷ,joy,ಸತೋಷ
571,ಚಳಿಗಾಲದ,winter,ಚಳಗಾಲದ
572,ಶನಿ,sat,ಶನ
573,ಬರೆದ,written,ಬರುದ
574,ಕಾಡು,wild,ಕಾಡ
575,ವಾದ್ಯ,instrument,ವಾದ
576,ಇದ್ದರು,kept,ಇದ್ದರ
577,ಗಾಜಿನ,glass,ಗಜಿನ
578,ಹುಲ್ಲು,grass,ಹಲ್ಲ
579,ಹಸುವಿನ,cow,ಹಸವಿನ
580,ಕೆಲಸ,job,ಕಲಸ
581,ಅಂಚಿನ,edge,ಅಂಚನ
582,ಸೈನ್,sign,ಸೈನ
583,ಭೇಟಿ,visit,ಭೇಟ
584,ಕಳೆದ,past,ಕಳದ
585,ಮೃದು,soft,ಮೃದ
586,ಮೋಜಿನ,fun,ಮಜಿನ
587,ಪ್ರಕಾಶಮಾನವಾದ,bright,ಪ್ರಕಶಮಾನವದ
588,ಅನಿಲ,gas,ಅನಲ
589,ಹವಾಮಾನ,weather,ಹವಾಮನ
590,ತಿಂಗಳು,month,ತಗಳು
591,ಮಿಲಿಯನ್,million,ಮಿಲಿಯನ
592,ಕರಡಿ,bear,ಕರಡ
593,ಅಂತಿಮ,finish,ಅಂತಮ
594,ಸಂತೋಷ,happy,ಸಂತಷ
595,ಭಾವಿಸುತ್ತೇವೆ,hope,ಭಾವಿಸುತವೆ
596,ಹೂವಿನ,flower,ಹವಿನ
597,ಬಟ್ಟೆಗೆ,clothe,ಬಟ್ಟಗೆ
598,ವಿಚಿತ್ರ,strange,ವಚಿತ್ರ
599,ಹೋದ,gone,ಹದ
600,ವ್ಯಾಪಾರ,trade,ವ್ಯಪಾರ
601,ಮಧುರ,melody,ಮಧರ
602,ಮಧುರ,melody,ಮಧುರಿ
603,ಕಚೇರಿ,office,ಕಚರಿ
604,ಸ್ವೀಕರಿಸಲು,receive,ಸ್ವೀಕರಸಲು
605,ಸಾಲು,row,ಸಲು
606,ಬಾಯಿ,mouth,ಬಾಯ
607,ನಿಖರ,exact,ನಖರ
608,ಚಿಹ್ನೆ,symbol,ಚಿಹ
609,ಸಾಯುವ,die,ಸಾಯವ
610,ಕನಿಷ್ಠ,least,ಕನಿಷ
611,ತೊಂದರೆ,trouble,ತೊಂದರ
612,ಕೂಗು,shout,ಕೂಗ
613,ಹೊರತುಪಡಿಸಿ,except,ಹರತುಪಡಿಸಿ
614,ಬರೆದ,wrote,ಬರದ
615,ಬೀಜ,seed,ಬಜ
616,ಟೋನ್,tone,ಟನ
617,ಸೇರಲು,join,ಸೇರಲ
618,ಸಲಹೆ,suggest,ಸಲಹ
619,ಕ್ಲೀನ್,clean,ಕ್ಲನ್
620,ಬ್ರೇಕ್,break,ಬ್ರಕ್
621,ಮಹಿಳೆ,lady,ಮಹಳೆ
622,ಹೊಲದಲ್ಲಿ,yard,ಹೊಲದಲ
623,ಏರಿಕೆ,rise,ಏರಕೆ
624,ಕೆಟ್ಟ,bad,ಕೆಟ
625,ಬ್ಲೋ,blow,ಬ
626,ತೈಲ,oil,ತಲ
627,ರಕ್ತ,blood,ರಕ
628,ಟಚ್,touch,ಟಚ
629,ಬೆಳೆಯಿತು,grew,ಬೆಳೆಯಿತ
630,ಶೇ,cent,ಶ
631,ಮಿಶ್ರಣ,mix,ಮಶ್ರಣ
632,ತಂಡ,team,ತಂದ
633,ತಂತಿ,wire,ತಂತ
634,ವೆಚ್ಚ,cost,ವೆಚ
635,ಕಳೆದು,lost,ಕಳದು
636,ಕಂದು,brown,ಕಂದ
637,ಭಾಷೆಗಳು,wear,ಭಷೆಗಳು
638,ತೋಟದ,garden,ತಟದ
639,ಸಮಾನ,equal,ಸಮನ
640,ಕಳುಹಿಸಿದ,sent,ಕಳಹಸಿದ
641,ಆಯ್ಕೆ,choose,ಆಯ್ಕ
642,ಕುಸಿಯಿತು,fell,ಕಸಿಯಿತು
643,ಸರಿಹೊಂದದ,fit,ಸರಹೊಂದದ
644,ಹರಿಯುವಂತೆ,flow,ಹರಿಯವಂತೆ
645,ನ್ಯಾಯೋಚಿತ,fair,ನಯೋಚಿತ
646,ಬ್ಯಾಂಕ್,bank,ಬ್ಯಾಂಕ
647,ಸಂಗ್ರಹಿಸಲು,collect,ಸಂಗಹಿಸಲು
648,ಉಳಿಸಲು,save,ಉಳಸಲ
649,ನಿಯಂತ್ರಣ,control,ನಿಯಂತಣ
650,ದಶಮಾಂಶ,decimal,ದಶಮಾಶ
651,ಕಿವಿ,ear,ಕವಿ
652,ಬೇರೆ,else,ಬೇರ
653,ಸಾಕಷ್ಟು,quite,ಸಕಷ್ಟು
654,ಮುರಿಯಿತು,broke,ಮುರಯಿತು
655,ಸಂದರ್ಭದಲ್ಲಿ,case,ಸಂದರ್ಭದಲ
656,ಮಧ್ಯಮ,middle,ಮಧಮ
657,ಕೊಲ್ಲಲು,kill,ಕೊಲ್ಲಲ
658,ಮಗ,son,ವಗ
659,ಸರೋವರದ,lake,ಸರವರದ
660,ಕ್ಷಣ,moment,ಕಣ
661,ಪ್ರಮಾಣದ,scale,ಪಮಾಣದ
662,ಜೋರಾಗಿ,loud,ಜೋರಾಗ
663,ವಸಂತ,spring,ವಸತ
664,ಗಮನಿಸಿ,observe,ಗಮನಸಿ
665,ಮಗು,child,ಮಗ
666,ನೇರ,straight,ನರ
667,ವ್ಯಂಜನ,consonant,ವ್ಯಜನ
668,ರಾಷ್ಟ್ರದ,nation,ರಾಷ್ಟ್ರದ
669,ನಿಘಂಟು,dictionary,ನಘಂಟು
670,ಹಾಲು,milk,ಹಾಲ
671,ವೇಗ,speed,ವಗ
672,ವಿಧಾನ,method,ವಿಧನ
673,ಅಂಗ,organ,ಅಂಗಿ
674,ಪಾವತಿ,pay,ಪವತಿ
675,ವಯಸ್ಸು,age,ವಯಸ
676,ವಿಭಾಗ,section,ವಭಾಗ
677,ಉಡುಗೆ,dress,ಉಡಗೆ
678,ಮೋಡದ,cloud,ಮಡದ
679,ಅನಿರೀಕ್ಷಿತ,surprise,ಅನರೀಕ್ಷಿತ
680,ಸ್ತಬ್ಧ,quiet,ಸ್ತಬ
681,ಕಲ್ಲು,stone,ಕಲ್ಲ
682,ಸಣ್ಣ,tiny,ಸಣ್
683,ಏರಿಕೆಗೆ,climb,ಏರಕೆಗೆ
684,ತಂಪಾಗಿದೆ,cool,ತಂಪಗಿದೆ
685,ವಿನ್ಯಾಸ,design,ವನ್ಯಾಸ
686,ಕಳಪೆ,poor,ಕಳಪ
687,ಬಹಳಷ್ಟು,lot,ಬಹಳಷ್ಟ
688,ಪ್ರಯೋಗ,experiment,ಪಯೋಗ
689,ಕೆಳಗೆ,bottom,ಕಳಗ
690,ಪ್ರಮುಖ,key,ಪ್ರಮಖ
691,ಕಬ್ಬಿಣದ,iron,ಕಬ್ಬಿಣದ
692,ಏಕ,single,ಏಕ್
693,ಸ್ಟಿಕ್,stick,ಸ್ಟಿಕ
694,ಫ್ಲಾಟ್,flat,ಫ್ಲಾಟ
695,ಇಪ್ಪತ್ತು,twenty,ಇಪ್ಪತ್ತ
696,ಚರ್ಮದ,skin,ಚಮದ
697,ಸ್ಮೈಲ್,smile,ಸ್ಮೈಲ
698,ಕ್ರೀಸ್,crease,ಕ್ರಸ್
699,ರಂಧ್ರ,hole,ರಂಧ್
700,ಜಿಗಿತವನ್ನು,jump,ಜಗಿತವನ್ನು
701,ಬೇಬಿ,baby,ಬೇಬ
702,ಎಂಟು,eight,ಎಂಟ
703,ಹಳ್ಳಿಯ,village,ಹಳ್ಳಯ
704,ಭೇಟಿ,meet,ಭೇಟ
705,ಮೂಲ,root,ಮಲ
706,ಖರೀದಿ,buy,ಖರದಿ
707,ಹೆಚ್ಚಿಸಲು,raise,ಹೆಚ್ಚಸಲು
708,ಪರಿಹರಿಸಲು,solve,ಪರಹರಿಸಲು
709,ಲೋಹದ,metal,ಲಹದ
710,ಎಂಬುದನ್ನು,whether,ಎಂಬದನ್ನು
711,ಪುಶ್,push,ಪುಶ
712,ಏಳು,seven,ಏಳ
713,ಪ್ಯಾರಾಗ್ರಾಫ್,paragraph,ಪ್ಯರಾಗ್ರಾಫ್
714,ಮೂರನೇ,third,ಮರನೇ
715,ಶಲ್,shall,ಶಲ
716,ನಡೆದ,held,ನಡದ
717,ಕೂದಲು,hair,ಕದಲು
718,ವಿವರಿಸಲು,describe,ವಿವರಿಸಲ
719,ಅಡುಗೆ,cook,ಅಡಗೆ
720,ನೆಲದ,floor,ನಲದ
721,ಎರಡೂ,either,ಎರಡ
722,ಪರಿಣಾಮವಾಗಿ,result,ಪರಿಣಾಮವಾಗ
723,ಬರ್ನ್,burn,ಬರ್ನ
724,ಬೆಟ್ಟದ,hill,ಬೆಟದ
725,ಸುರಕ್ಷಿತ,safe,ಸರಕ್ಷಿತ
726,ಬೆಕ್ಕು,cat,ಬೆಕ್ಕ
727,ಶತಮಾನದ,century,ಶತಮನದ
728,ಪರಿಗಣಿಸಲು,consider,ಪರಗಣಿಸಲು
729,ಮಾದರಿ,type,ಮಾದರ
730,ಕಾನೂನು,law,ಕಾನನು
731,ಸ್ವಲ್ಪ,bit,ಸ್ವಲ
732,ಕರಾವಳಿ,coast,ಕರವಳಿ
733,ಪ್ರತಿಯನ್ನು,copy,ಪತಿಯನ್ನು
734,ನುಡಿಗಟ್ಟು,phrase,ನಡಿಗಟ್ಟು
735,ಮೂಕ,silent,ಮಕ
736,ಎತ್ತರದ,tall,ಎತ್ರದ
737,ಮರಳು,sand,ಮರಳ
738,ಮಣ್ಣಿನ,soil,ಮಣ್ಣನ
739,ರೋಲ್,roll,ರೋಲ
740,ತಾಪಮಾನ,temperature,ತಪಮಾನ
741,ಬೆರಳು,finger,ಬೆರಳ
742,ಉದ್ಯಮ,industry,ಉದಮ
743,ಮೌಲ್ಯ,value,ಮಲ್ಯ
744,ಹೋರಾಟ,fight,ಹೋರಟ
745,ಸುಳ್ಳು,lie,ಸಳ್ಳು
746,ಬೀಟ್,beat,ಬಟ್
747,ಪ್ರಚೋದಿಸಲು,excite,ಪ್ರಚೋದಿಸಲ
748,ನೈಸರ್ಗಿಕ,natural,ನಸರ್ಗಿಕ
749,ವೀಕ್ಷಿಸಿ,view,ವಕ್ಷಿಸಿ
750,ಅರ್ಥದಲ್ಲಿ,sense,ಅರ್ಥದಲ
751,ಬಂಡವಾಳ,capital,ಬಂಡವಾಳಾ
752,ತಿನ್ನುವೆ,won’t,ತಿನ್ನುವೆಾ
753,ಕುರ್ಚಿ,chair,ಕುರ್ಚಿವ
754,ಅಪಾಯ,danger,ಅಪಾ
755,ಹಣ್ಣು,fruit,ಹಣ್ಣುಾ
756,ಶ್ರೀಮಂತ,rich,ಶ್ರೀಮಂತವ
757,ದಪ್ಪ,thick,ದಪ್
758,ಸೈನಿಕ,soldier,ಸೈನಿಕಾ
759,ಪ್ರಕ್ರಿಯೆ,process,ಪ್ರಕ್ರಿಯ
760,ಕೆಲಸ,operate,ಕೆಲಸಾ
761,ಅಭ್ಯಾಸ,practice,ಅಭ್ಯಾಸಾ
762,ಪ್ರತ್ಯೇಕ,separate,ಪ್ರತ್ಯೇಕಅ
763,ಕಷ್ಟ,difficult,ಕಷ್ಟಾಾ
764,ವೈದ್ಯರು,doctor,ವೈದ್ಯರುವ
765,ದಯವಿಟ್ಟು,please,ದಯವಿಟ್ಟುಾ
766,ರಕ್ಷಿಸಲು,protect,ರಕ್ಷಿಸ
767,ಮಧ್ಯಾಹ್ನ,noon,ಮಧ್ಯಾಹ್ನಾ
768,ಬೆಳೆ,crop,ಬೆಳೆಾ
769,ಆಧುನಿಕ,modern,ಆಧುನಿ
770,ಅಂಶ,element,ಅಂಶಾ
771,ಹಿಟ್,hit,ಹಿಟ್ಾ
772,ವಿದ್ಯಾರ್ಥಿ,student,ವಿದ್ಯಾರ್ಥಿಾ
773,ಮೂಲೆಯಲ್ಲಿ,corner,ಮೂಲೆಯಲ್ಲಿಾ
774,ಪಕ್ಷದ,party,ಪಕ್ಷದಾ
775,ಪೂರೈಕೆ,supply,ಪೂರೈಕೆಾ
776,ಅವರ,whose,ಅವರಾ
777,ಪತ್ತೆ,locate,ಪತ್ತೆಾ
778,ರಿಂಗ್,ring,ರಿಂಗ್ಾ
779,ರ,character,ರಾ
780,ಕೀಟ,insect,ಕೀಟಾ
781,ಕ್ಯಾಚ್,caught,ಕ್ಯಾಚ್ಕ
782,ಅವಧಿ,period,ಅವಧಿಲ
783,ಸೂಚಿಸುತ್ತದೆ,indicate,ಸೂಚಿಸುತ್ತದೆಾ
784,ರೇಡಿಯೋ,radio,ರೇಡಿಯೋಾ
785,ಮಾತನಾಡಿದರು,spoke,ಮಾತನಾಡಿದರುಾ
786,ಪರಮಾಣು,atom,ಪರಮಾಣ
787,ಮಾನವ,human,ಮಾನ
788,ಇತಿಹಾಸ,history,ಇತಿಹಾ
789,ಪರಿಣಾಮ,effect,ಪರಿಣಾ
790,ವಿದ್ಯುತ್,electric,ವಿದ್ಯುತ್ಾ
791,ನಿರೀಕ್ಷೆ,expect,ನಿರೀಕ್ಷೆಾ
792,ಮೂಳೆ,bone,ಮೂಳೆಾ
793,ರೈಲು,rail,ರೈಲುಾ
794,ಕಲ್ಪನೆ,imagine,ಕಲ್ಪನ
795,ಒದಗಿಸಲು,provide,ಒದಗಿಸಲ
796,ಒಪ್ಪುತ್ತೇನೆ,agree,ಒದಗಿಸ
797,ಹೀಗೆ,thus,ಹೀಗ
798,ಶಾಂತ,gentle,ಶಾಂ
799,ಮಹಿಳೆ,woman,ಮಹಿಳ
800,ನಾಯಕ,captain,ನಾಯ
801,ಊಹೆ,guess,ಊಹಾ
802,ಅಗತ್ಯ,necessary,ಅಗತ್ಯಾ
803,ಚೂಪಾದ,sharp,ಚೂಪಾ
804,ರೆಕ್ಕೆ,wing,ರೆಕ್ಕೆಾ
805,ರಚಿಸಲು,create,ರಚಿಸಲ
806,ನೆರೆಯ,neighbor,ನೆರೆಯಾ
807,ಮುಖ,wash,ಮುಖಸ
808,ಬ್ಯಾಟ್,bat,ಬ್ಯಾಟ್ಾ
809,ಬದಲಿಗೆ,rather,ಬದಲಿಗ
810,ಗುಂಪು,crowd,ಗುಂಪ
811,ಕಾರ್ನ್,corn,ಕಾರ್ನ
812,ಹೋಲಿಸಿ,compare,ಹೋಲಿಸ
813,ಕವಿತೆಯ,poem,ಕವಿತೆ
814,ಸ್ಟ್ರಿಂಗ್,string,ಸ್ಟ್ರಿಂಗ
815,ಬೆಲ್,bell,ಬೆಲ
816,ಅವಲಂಬಿಸಿರುತ್ತದೆ,depend,ಅವಲಂಬಿಸಿರುತ್ತದಾ
817,ಮಾಂಸ,meat,ಮಾಂ
818,ರಬ್,rub,ರಬ
819,ಟ್ಯೂಬ್,tube,ಟ್ಯೂಬ
820,ಪ್ರಸಿದ್ಧ,famous,ಪ್ರಸಿದ್
921,ಡಾಲರ್,dollar,ಡಾಲರ
822,ಸ್ಟ್ರೀಮ್,stream,ಸ್ಟ್ರೀಮ
823,ಭಯ,fear,ಭಯಾ
284,ದೃಷ್ಟಿ,sight, ದೃಷ್ಟ
825,ತೆಳುವಾದ,thin,ತೆಳುವಾ
826,ತ್ರಿಕೋನ,triangle,ತ್ರಿಕೋ
827,ಗ್ರಹದ,planet,ಗ್ರಹ
828,ಯದ್ವಾತದ್ವಾ,hurry,ಯದ್ವಾತದ್ವ
829,ಮುಖ್ಯ,chief,ಮುಖ್
830,ವಸಾಹತು,colony,ವಸಾಹತ
831,ಗಡಿಯಾರ,clock,ಗಡಿಯಾ
832,ಗಣಿ,mine,ಗಣ
833,ಟೈ,tie,ಟೈಾ
834,ನಮೂದಿಸಿ,enter,ನಮೂದಿಸ
835,ಪ್ರಮುಖ,major,ಪ್ರಮು
836,ತಾಜಾ,fresh, ತಾಜ
837,ಹುಡುಕಾಟ,search,ಹುಡುಕಾ
838,ಕಳುಹಿಸಿ,send,ಕಳುಹಿಸ
839,ಹಳದಿ,yellow,ಹಳದ
840,ಗನ್,gun,ಗನ
841,ಅವಕಾಶ,allow,ಅವಕಾ
842,ಮುದ್ರಣ,print,ಮುದ್ರ
843,ಸತ್ತ,dead,ಸತ್
844,ಸ್ಪಾಟ್,spot,ಸ್ಪಾಟ್ಾ
845,ಮರುಭೂಮಿಯ,desert,ಮರುಭೂಮಿ
846,ಸೂಟ್,suit,ಸೂಟ
847,ಪ್ರಸ್ತುತ,current,ಪ್ರಸ್ತುಾ
848,ಲಿಫ್ಟ್,lift,ಲಿಫ್ಟ
840,ಗುಲಾಬಿ,rose,ಗುಲಾಬ
850,ಬರುವ,arrive,ಬರು
851,ಮಾಸ್ಟರ್,master, ಮಾಸ್ಟರ್ಾ
852,ಟ್ರ್ಯಾಕ್,track,ಟ್ರ್ಯಾಕ
853,ಮೂಲ,parent,ಮೂ
854,ತೀರದ,shore,ತೀರ
855,ವಿಭಾಗ,division,ವಿಭಾ
856,ಹಾಳೆ,sheet,ಹಾಳ
857,ವಸ್ತುವಿನ,substance,ವಸ್ತುವಿ
858,ಒಲವು,favor,ಒಲ
859,ಸಂಪರ್ಕ,connect,ಸಂಪರ್
860,ಪೋಸ್ಟ್,post, ಪೋಸ್ಟ
861,ಖರ್ಚು,spend,ಖರ್ಚುಾ
862,ಸ್ವರಮೇಳ,chord,ಸ್ವರಮೇಳಾ
863,ಕೊಬ್ಬು,fat,ಕೊಬ್ಬುಾ
864,ಸಂತೋಷವನ್ನು,glad,ಸಂತೋಷವನ್ನ
865,ಮೂಲ,original,ಮೂಲಾ
866,ಪಾಲು,share,ಪಾಲ
867,ಕೇಂದ್ರ,station,ಕೇಂದ್
868,ತಂದೆ,dad,ತಂದ
869,ಬ್ರೆಡ್,bread,ಬ್ರೆಡ್ಾ
870,ಚಾರ್ಜ್,charge,ಚಾರ್ಜ
871,ಸರಿಯಾದ,proper,ಸರಿಯಾ
872,ಬಾರ್,bar,v
873,ಪ್ರಸ್ತಾಪವನ್ನು,offer,ಪ್ರಸ್ತಾಪವನ್ನ
874,ಭಾಗ,segment, ಭಾಗಾ
875,ಗುಲಾಮ,slave,ಗುಲಾ
876,ಡಕ್,duck,ಡಕ
877,ತ್ವರಿತ,instant,ತ್ವರಿತಾ
878,ಮಾರುಕಟ್ಟೆ,market,ಮಾರುಕಟ್ಟ
879,ಪದವಿ,degree,ಪದವಿಾ
880,ಜನಪ್ರಿಯಗೊಳಿಸುವುದಕ್ಕೆ,populate,ಜನಪ್ರಿಯಗೊಳಿಸುವುದಕ್ಕ
881,ಮರಿಯನ್ನು,chick,ಮರಿಯನ್ನ
882,ಪ್ರಿಯ,dear,ಪ್ರಿಯಾ
883,ಶತ್ರು,enemy,ಶತ್ರ
884,ಪ್ರತ್ಯುತ್ತರ,reply,ಪ್ರತ್ಯುತ್ತ
885,ಪಾನೀಯ,drink,ಪಾನೀ
886,ಸಂಭವಿಸುತ್ತದೆ,occur,ಸಂಭವಿಸುತ್ತದ
887,ಬೆಂಬಲ,support,ಬೆಂಬ
888,ಭಾಷಣ,speech,ಭಾಷ
889,ಪ್ರಕೃತಿ,nature,ಪ್ರಕೃತಿಾ
890,ಶ್ರೇಣಿಯ,range,ಶ್ರೇಣಿ
891,ಉಗಿ,steam,ಉಗ
892,ಚಲನೆಯ,motion,ಚಲನೆಯಚ
893,ಮಾರ್ಗ,path,ಮಾರ್
894,ದ್ರವ,liquid,ದ್ರವಾ
895,ಲಾಗ್,log,ಲಾಗ
896,ಅರ್ಥ,meant,ಅರ್ಥಾ
897,ಭಾಗಲಬ್ಧ,quotient,ಭಾಗಲಬ್
898,ಹಲ್ಲುಗಳು,teeth,ಹಲ್ಲುಗಳ
899,ಚಿಪ್ಪು,shell,ಚಿಪ್ಪ
900,ಕುತ್ತಿಗೆ,neck,ಕುತ್ತಿಗ
901,ಆಮ್ಲಜನಕ,oxygen,ಆಮ್ಲಜನ
902,ಸಕ್ಕರೆ,sugar,ಸಕ್ಕರೆಾ
903,ಸಾವು,death,ಸಾವುಾ
904,ಬಹಳ,pretty,ಬಹ
905,ಕೌಶಲ್ಯ,skill,ಕೌಶಲ್
906,ಮಹಿಳೆಯರು,women,ಮಹಿಳೆಯರ
907,ಋತುವಿನ,season,ಋತುವಿ
908,ಪರಿಹಾರ,solution,ಋತುವಿಾ
909,ಮ್ಯಾಗ್ನೆಟ್,magnet,ಮ್ಯಾಗ್ನೆಟ
910,ಬೆಳ್ಳಿ,silver,ಬೆಳ್ಳ
911,ಧನ್ಯವಾದ,thank, ಧನ್ಯವಾ
912,ಶಾಖೆ,branch,ಶಾಖ
913,ಪಂದ್ಯದ,match,ಪಂದ್ಯ
914,ಪ್ರತ್ಯಯ,suffix,ಪ್ರತ್ಯ
915,ವಿಶೇಷವಾಗಿ,especially,ವಿಶೇಷವಾಗಿಾ
916,ಅಂಜೂರದ,fig,ಅಂಜೂರದವ
917,ಹೆದರುತ್ತಿದ್ದರು,afraid,ಹೆದರುತ್ತಿದ್ದರುಸ
918,ಬೃಹತ್,huge,ಬೃಹತ್ಾ
919,ಸಹೋದರಿ,sister,ಸಹೋದರ
920,ಉಕ್ಕಿನ,steel,ಉಕ್ಕಿನಾ
921,ಚರ್ಚೆ,discuss,ಚರ್ಚೆಾ
922,ಮುಂದೆ,forward,ಮುಂದೆಾ
923,ಇದೇ,similar,  ಇದೇಾ
924,ಮಾರ್ಗದರ್ಶನ,guide,ಮಾರ್ಗದರ್ಶನಾ
925,ಅನುಭವ,experience,ಅನುಭ
926,ಸ್ಕೋರ್,score,ಸ್ಕೋರ್ಾ
927,ಸೇಬು,apple,ಸೇಬುಾ
928,ಖರೀದಿಸಿ,bought,ಖರೀದಿಸ
929,ಕಾರಣವಾಯಿತು,led,ಕಾರಣವಾಯಿತ
930,ಪಿಚ್,pitch,ಪಿಚ್ಚ
931,ಕೋಟ್,coat,ಕೋಟ
932,ಸಮೂಹ,mass,ಸಮೂಹಾ
933,ಕಾರ್ಡ್,card,ಕಾರ್ಡ್ಾ
934,ಬ್ಯಾಂಡ್,band,ಬ್ಯಾಂಡ್ಾ
935,ಹಗ್ಗ,rope,ಹಗ್ಗಾ
936,ಸ್ಲಿಪ್,slip,ಸ್ಲಿಪ
937,ಗೆಲುವು,win,ಗೆಲುವ
938,ಕನಸು,dream,ಕನಸ
939,ಸಂಜೆ,evening,ಸಂಜ
940,ಸ್ಥಿತಿ,condition,ಸ್ಥಿತ
941,ಫೀಡ್,feed,ಫೀಡ
942,ಸಾಧನ,tool,ಸಾಧ
943,ಒಟ್ಟು,total,ಒಟ್ಟ
944,ಮೂಲ,basic,ಮೂ
945,ವಾಸನೆ,smell,ವಾಸನ
946,ಕಣಿವೆಯ,valley,ಕಣಿವೆ
947,ಅಥವಾ,nor,ಅಥವ
948,ಡಬಲ್,double,ಡಬಲ್ವ
949,ಸ್ಥಾನವನ್ನು,seat,ಸ್ಥಾನವನ್ನ
950,ಮುಂದುವರೆಯಲು,continue,ಮುಂದುವರೆಯಲ
951,ಬ್ಲಾಕ್,block,ಬ್ಲಾಕ
952,ಚಾರ್ಟ್,chart,ಚಾರ್
953,ಹ್ಯಾಟ್,hat,ಹ್ಯಾಟ
954,ಮಾರಾಟ,sell,ಮಾರಾ
955,ಯಶಸ್ಸು,success,ಯಶಸ್ಸ
956,ಕಂಪನಿ,company,ಕಂಪನಿಾ
957,ಕಳೆಯಿರಿ,subtract,ಕಳೆಯಿರ
958,ಈವೆಂಟ್,event,ಈವೆಂಟ್ವ
959,ನಿರ್ದಿಷ್ಟ,particular,ನಿರ್ದಿಷ್
960,ಒಪ್ಪಂದ,deal,ಒಪ್ಪಂದಾ
961,ಈಜು,swim,ಈಜುಾ
962,ಪದ,term,ಪದಾ
963,ವಿರುದ್ಧ,opposite,ವಿರುದ್
964,ಪತ್ನಿ,wife,ಪತ್ನ
965,ಶೂ,shoe,ಶೂಾ
966,ಭುಜದ,shoulder,ಭುಜದಾ
